29.77,173.85,330.3,451.96,505.06,411.16,146.46,187,169.93,61.914,-0.4046,-0.1852,-0.7464
173.85,330.3,451.96,505.06,411.16,146.46,187,169.93,61.914,-0.4046,-0.1852,-0.7464,-0.576
330.3,451.96,505.06,411.16,146.46,187,169.93,61.914,-0.4046,-0.1852,-0.7464,-0.576,-0.2545
451.96,505.06,411.16,146.46,187,169.93,61.914,-0.4046,-0.1852,-0.7464,-0.576,-0.2545,-0.6846
505.06,411.16,146.46,187,169.93,61.914,-0.4046,-0.1852,-0.7464,-0.576,-0.2545,-0.6846,-0.6664
411.16,146.46,187,169.93,61.914,-0.4046,-0.1852,-0.7464,-0.576,-0.2545,-0.6846,-0.6664,-0.6853
146.46,187,169.93,61.914,-0.4046,-0.1852,-0.7464,-0.576,-0.2545,-0.6846,-0.6664,-0.6853,-0.8271
187,169.93,61.914,-0.4046,-0.1852,-0.7464,-0.576,-0.2545,-0.6846,-0.6664,-0.6853,-0.8271,-0.7677
169.93,61.914,-0.4046,-0.1852,-0.7464,-0.576,-0.2545,-0.6846,-0.6664,-0.6853,-0.8271,-0.7677,-0.7495
61.914,-0.4046,-0.1852,-0.7464,-0.576,-0.2545,-0.6846,-0.6664,-0.6853,-0.8271,-0.7677,-0.7495,-0.6795
-0.4046,-0.1852,-0.7464,-0.576,-0.2545,-0.6846,-0.6664,-0.6853,-0.8271,-0.7677,-0.7495,-0.6795,-0.6189
-0.1852,-0.7464,-0.576,-0.2545,-0.6846,-0.6664,-0.6853,-0.8271,-0.7677,-0.7495,-0.6795,-0.6189,-0.6394
-0.7464,-0.576,-0.2545,-0.6846,-0.6664,-0.6853,-0.8271,-0.7677,-0.7495,-0.6795,-0.6189,-0.6394,27.687
-0.576,-0.2545,-0.6846,-0.6664,-0.6853,-0.8271,-0.7677,-0.7495,-0.6795,-0.6189,-0.6394,27.687,167.95
-0.2545,-0.6846,-0.6664,-0.6853,-0.8271,-0.7677,-0.7495,-0.6795,-0.6189,-0.6394,27.687,167.95,321.92
-0.6846,-0.6664,-0.6853,-0.8271,-0.7677,-0.7495,-0.6795,-0.6189,-0.6394,27.687,167.95,321.92,439.57
-0.6664,-0.6853,-0.8271,-0.7677,-0.7495,-0.6795,-0.6189,-0.6394,27.687,167.95,321.92,439.57,503.6
-0.6853,-0.8271,-0.7677,-0.7495,-0.6795,-0.6189,-0.6394,27.687,167.95,321.92,439.57,503.6,521.86
-0.8271,-0.7677,-0.7495,-0.6795,-0.6189,-0.6394,27.687,167.95,321.92,439.57,503.6,521.86,509.95
-0.7677,-0.7495,-0.6795,-0.6189,-0.6394,27.687,167.95,321.92,439.57,503.6,521.86,509.95,348.76
-0.7495,-0.6795,-0.6189,-0.6394,27.687,167.95,321.92,439.57,503.6,521.86,509.95,348.76,240.62
-0.6795,-0.6189,-0.6394,27.687,167.95,321.92,439.57,503.6,521.86,509.95,348.76,240.62,55.112
-0.6189,-0.6394,27.687,167.95,321.92,439.57,503.6,521.86,509.95,348.76,240.62,55.112,-0.3975
-0.6394,27.687,167.95,321.92,439.57,503.6,521.86,509.95,348.76,240.62,55.112,-0.3975,-0.5719
27.687,167.95,321.92,439.57,503.6,521.86,509.95,348.76,240.62,55.112,-0.3975,-0.5719,-0.6715
167.95,321.92,439.57,503.6,521.86,509.95,348.76,240.62,55.112,-0.3975,-0.5719,-0.6715,-0.7499
321.92,439.57,503.6,521.86,509.95,348.76,240.62,55.112,-0.3975,-0.5719,-0.6715,-0.7499,-0.5683
439.57,503.6,521.86,509.95,348.76,240.62,55.112,-0.3975,-0.5719,-0.6715,-0.7499,-0.5683,-0.5842
503.6,521.86,509.95,348.76,240.62,55.112,-0.3975,-0.5719,-0.6715,-0.7499,-0.5683,-0.5842,-0.3979
521.86,509.95,348.76,240.62,55.112,-0.3975,-0.5719,-0.6715,-0.7499,-0.5683,-0.5842,-0.3979,-0.5415
509.95,348.76,240.62,55.112,-0.3975,-0.5719,-0.6715,-0.7499,-0.5683,-0.5842,-0.3979,-0.5415,0.2249
348.76,240.62,55.112,-0.3975,-0.5719,-0.6715,-0.7499,-0.5683,-0.5842,-0.3979,-0.5415,0.2249,-0.1335
240.62,55.112,-0.3975,-0.5719,-0.6715,-0.7499,-0.5683,-0.5842,-0.3979,-0.5415,0.2249,-0.1335,-0.2445
55.112,-0.3975,-0.5719,-0.6715,-0.7499,-0.5683,-0.5842,-0.3979,-0.5415,0.2249,-0.1335,-0.2445,-0.213
-0.3975,-0.5719,-0.6715,-0.7499,-0.5683,-0.5842,-0.3979,-0.5415,0.2249,-0.1335,-0.2445,-0.213,-0.35
-0.5719,-0.6715,-0.7499,-0.5683,-0.5842,-0.3979,-0.5415,0.2249,-0.1335,-0.2445,-0.213,-0.35,-0.4343
-0.6715,-0.7499,-0.5683,-0.5842,-0.3979,-0.5415,0.2249,-0.1335,-0.2445,-0.213,-0.35,-0.4343,3.9451
-0.7499,-0.5683,-0.5842,-0.3979,-0.5415,0.2249,-0.1335,-0.2445,-0.213,-0.35,-0.4343,3.9451,60.758
-0.5683,-0.5842,-0.3979,-0.5415,0.2249,-0.1335,-0.2445,-0.213,-0.35,-0.4343,3.9451,60.758,169.84
-0.5842,-0.3979,-0.5415,0.2249,-0.1335,-0.2445,-0.213,-0.35,-0.4343,3.9451,60.758,169.84,168.25
-0.3979,-0.5415,0.2249,-0.1335,-0.2445,-0.213,-0.35,-0.4343,3.9451,60.758,169.84,168.25,241.47
-0.5415,0.2249,-0.1335,-0.2445,-0.213,-0.35,-0.4343,3.9451,60.758,169.84,168.25,241.47,207.8
0.2249,-0.1335,-0.2445,-0.213,-0.35,-0.4343,3.9451,60.758,169.84,168.25,241.47,207.8,121.57
-0.1335,-0.2445,-0.213,-0.35,-0.4343,3.9451,60.758,169.84,168.25,241.47,207.8,121.57,122.41
-0.2445,-0.213,-0.35,-0.4343,3.9451,60.758,169.84,168.25,241.47,207.8,121.57,122.41,66.126
-0.213,-0.35,-0.4343,3.9451,60.758,169.84,168.25,241.47,207.8,121.57,122.41,66.126,13.584
-0.35,-0.4343,3.9451,60.758,169.84,168.25,241.47,207.8,121.57,122.41,66.126,13.584,-0.5246
-0.4343,3.9451,60.758,169.84,168.25,241.47,207.8,121.57,122.41,66.126,13.584,-0.5246,-0.6193
3.9451,60.758,169.84,168.25,241.47,207.8,121.57,122.41,66.126,13.584,-0.5246,-0.6193,-0.622
60.758,169.84,168.25,241.47,207.8,121.57,122.41,66.126,13.584,-0.5246,-0.6193,-0.622,-0.641
169.84,168.25,241.47,207.8,121.57,122.41,66.126,13.584,-0.5246,-0.6193,-0.622,-0.641,-0.5183
168.25,241.47,207.8,121.57,122.41,66.126,13.584,-0.5246,-0.6193,-0.622,-0.641,-0.5183,-0.5536
241.47,207.8,121.57,122.41,66.126,13.584,-0.5246,-0.6193,-0.622,-0.641,-0.5183,-0.5536,-0.4807
207.8,121.57,122.41,66.126,13.584,-0.5246,-0.6193,-0.622,-0.641,-0.5183,-0.5536,-0.4807,-0.5371
121.57,122.41,66.126,13.584,-0.5246,-0.6193,-0.622,-0.641,-0.5183,-0.5536,-0.4807,-0.5371,-0.6031
122.41,66.126,13.584,-0.5246,-0.6193,-0.622,-0.641,-0.5183,-0.5536,-0.4807,-0.5371,-0.6031,-0.3818
66.126,13.584,-0.5246,-0.6193,-0.622,-0.641,-0.5183,-0.5536,-0.4807,-0.5371,-0.6031,-0.3818,-0.3982
13.584,-0.5246,-0.6193,-0.622,-0.641,-0.5183,-0.5536,-0.4807,-0.5371,-0.6031,-0.3818,-0.3982,-0.2539
-0.5246,-0.6193,-0.622,-0.641,-0.5183,-0.5536,-0.4807,-0.5371,-0.6031,-0.3818,-0.3982,-0.2539,-0.1976
-0.6193,-0.622,-0.641,-0.5183,-0.5536,-0.4807,-0.5371,-0.6031,-0.3818,-0.3982,-0.2539,-0.1976,0.0427
-0.622,-0.641,-0.5183,-0.5536,-0.4807,-0.5371,-0.6031,-0.3818,-0.3982,-0.2539,-0.1976,0.0427,12.022
-0.641,-0.5183,-0.5536,-0.4807,-0.5371,-0.6031,-0.3818,-0.3982,-0.2539,-0.1976,0.0427,12.022,78.455
-0.5183,-0.5536,-0.4807,-0.5371,-0.6031,-0.3818,-0.3982,-0.2539,-0.1976,0.0427,12.022,78.455,175.83
-0.5536,-0.4807,-0.5371,-0.6031,-0.3818,-0.3982,-0.2539,-0.1976,0.0427,12.022,78.455,175.83,273.08
-0.4807,-0.5371,-0.6031,-0.3818,-0.3982,-0.2539,-0.1976,0.0427,12.022,78.455,175.83,273.08,414.56
-0.5371,-0.6031,-0.3818,-0.3982,-0.2539,-0.1976,0.0427,12.022,78.455,175.83,273.08,414.56,567.94
-0.6031,-0.3818,-0.3982,-0.2539,-0.1976,0.0427,12.022,78.455,175.83,273.08,414.56,567.94,333.16
-0.3818,-0.3982,-0.2539,-0.1976,0.0427,12.022,78.455,175.83,273.08,414.56,567.94,333.16,431.21
-0.3982,-0.2539,-0.1976,0.0427,12.022,78.455,175.83,273.08,414.56,567.94,333.16,431.21,182.4
-0.2539,-0.1976,0.0427,12.022,78.455,175.83,273.08,414.56,567.94,333.16,431.21,182.4,30.398
-0.1976,0.0427,12.022,78.455,175.83,273.08,414.56,567.94,333.16,431.21,182.4,30.398,-0.1473
0.0427,12.022,78.455,175.83,273.08,414.56,567.94,333.16,431.21,182.4,30.398,-0.1473,-0.2892
12.022,78.455,175.83,273.08,414.56,567.94,333.16,431.21,182.4,30.398,-0.1473,-0.2892,-0.2255
78.455,175.83,273.08,414.56,567.94,333.16,431.21,182.4,30.398,-0.1473,-0.2892,-0.2255,-0.29
175.83,273.08,414.56,567.94,333.16,431.21,182.4,30.398,-0.1473,-0.2892,-0.2255,-0.29,-0.3064
273.08,414.56,567.94,333.16,431.21,182.4,30.398,-0.1473,-0.2892,-0.2255,-0.29,-0.3064,-0.3276
414.56,567.94,333.16,431.21,182.4,30.398,-0.1473,-0.2892,-0.2255,-0.29,-0.3064,-0.3276,-0.2541
567.94,333.16,431.21,182.4,30.398,-0.1473,-0.2892,-0.2255,-0.29,-0.3064,-0.3276,-0.2541,-0.3602
333.16,431.21,182.4,30.398,-0.1473,-0.2892,-0.2255,-0.29,-0.3064,-0.3276,-0.2541,-0.3602,-0.4231
431.21,182.4,30.398,-0.1473,-0.2892,-0.2255,-0.29,-0.3064,-0.3276,-0.2541,-0.3602,-0.4231,-0.2233
182.4,30.398,-0.1473,-0.2892,-0.2255,-0.29,-0.3064,-0.3276,-0.2541,-0.3602,-0.4231,-0.2233,-0.279
30.398,-0.1473,-0.2892,-0.2255,-0.29,-0.3064,-0.3276,-0.2541,-0.3602,-0.4231,-0.2233,-0.279,-0.6151
-0.1473,-0.2892,-0.2255,-0.29,-0.3064,-0.3276,-0.2541,-0.3602,-0.4231,-0.2233,-0.279,-0.6151,-0.4688
-0.2892,-0.2255,-0.29,-0.3064,-0.3276,-0.2541,-0.3602,-0.4231,-0.2233,-0.279,-0.6151,-0.4688,-0.5352
-0.2255,-0.29,-0.3064,-0.3276,-0.2541,-0.3602,-0.4231,-0.2233,-0.279,-0.6151,-0.4688,-0.5352,30.719
-0.29,-0.3064,-0.3276,-0.2541,-0.3602,-0.4231,-0.2233,-0.279,-0.6151,-0.4688,-0.5352,30.719,173.47
-0.3064,-0.3276,-0.2541,-0.3602,-0.4231,-0.2233,-0.279,-0.6151,-0.4688,-0.5352,30.719,173.47,343.69
-0.3276,-0.2541,-0.3602,-0.4231,-0.2233,-0.279,-0.6151,-0.4688,-0.5352,30.719,173.47,343.69,458.89
-0.2541,-0.3602,-0.4231,-0.2233,-0.279,-0.6151,-0.4688,-0.5352,30.719,173.47,343.69,458.89,528.78
-0.3602,-0.4231,-0.2233,-0.279,-0.6151,-0.4688,-0.5352,30.719,173.47,343.69,458.89,528.78,527.39
-0.4231,-0.2233,-0.279,-0.6151,-0.4688,-0.5352,30.719,173.47,343.69,458.89,528.78,527.39,472.7
-0.2233,-0.279,-0.6151,-0.4688,-0.5352,30.719,173.47,343.69,458.89,528.78,527.39,472.7,364.6
-0.279,-0.6151,-0.4688,-0.5352,30.719,173.47,343.69,458.89,528.78,527.39,472.7,364.6,205.17
-0.6151,-0.4688,-0.5352,30.719,173.47,343.69,458.89,528.78,527.39,472.7,364.6,205.17,37.976
-0.4688,-0.5352,30.719,173.47,343.69,458.89,528.78,527.39,472.7,364.6,205.17,37.976,-0.4291
-0.5352,30.719,173.47,343.69,458.89,528.78,527.39,472.7,364.6,205.17,37.976,-0.4291,-0.591
30.719,173.47,343.69,458.89,528.78,527.39,472.7,364.6,205.17,37.976,-0.4291,-0.591,-0.5415
173.47,343.69,458.89,528.78,527.39,472.7,364.6,205.17,37.976,-0.4291,-0.591,-0.5415,-0.721
343.69,458.89,528.78,527.39,472.7,364.6,205.17,37.976,-0.4291,-0.591,-0.5415,-0.721,-0.6512
458.89,528.78,527.39,472.7,364.6,205.17,37.976,-0.4291,-0.591,-0.5415,-0.721,-0.6512,-0.6041
528.78,527.39,472.7,364.6,205.17,37.976,-0.4291,-0.591,-0.5415,-0.721,-0.6512,-0.6041,-0.5919
527.39,472.7,364.6,205.17,37.976,-0.4291,-0.591,-0.5415,-0.721,-0.6512,-0.6041,-0.5919,-0.6081
472.7,364.6,205.17,37.976,-0.4291,-0.591,-0.5415,-0.721,-0.6512,-0.6041,-0.5919,-0.6081,-0.6897
364.6,205.17,37.976,-0.4291,-0.591,-0.5415,-0.721,-0.6512,-0.6041,-0.5919,-0.6081,-0.6897,-0.7589
205.17,37.976,-0.4291,-0.591,-0.5415,-0.721,-0.6512,-0.6041,-0.5919,-0.6081,-0.6897,-0.7589,-0.6861
37.976,-0.4291,-0.591,-0.5415,-0.721,-0.6512,-0.6041,-0.5919,-0.6081,-0.6897,-0.7589,-0.6861,-0.6453
-0.4291,-0.591,-0.5415,-0.721,-0.6512,-0.6041,-0.5919,-0.6081,-0.6897,-0.7589,-0.6861,-0.6453,-0.4653
-0.591,-0.5415,-0.721,-0.6512,-0.6041,-0.5919,-0.6081,-0.6897,-0.7589,-0.6861,-0.6453,-0.4653,-0.4702
-0.5415,-0.721,-0.6512,-0.6041,-0.5919,-0.6081,-0.6897,-0.7589,-0.6861,-0.6453,-0.4653,-0.4702,6.3067
-0.721,-0.6512,-0.6041,-0.5919,-0.6081,-0.6897,-0.7589,-0.6861,-0.6453,-0.4653,-0.4702,6.3067,17.898
-0.6512,-0.6041,-0.5919,-0.6081,-0.6897,-0.7589,-0.6861,-0.6453,-0.4653,-0.4702,6.3067,17.898,30.139
-0.6041,-0.5919,-0.6081,-0.6897,-0.7589,-0.6861,-0.6453,-0.4653,-0.4702,6.3067,17.898,30.139,49.56
-0.5919,-0.6081,-0.6897,-0.7589,-0.6861,-0.6453,-0.4653,-0.4702,6.3067,17.898,30.139,49.56,63.422
-0.6081,-0.6897,-0.7589,-0.6861,-0.6453,-0.4653,-0.4702,6.3067,17.898,30.139,49.56,63.422,132.35
-0.6897,-0.7589,-0.6861,-0.6453,-0.4653,-0.4702,6.3067,17.898,30.139,49.56,63.422,132.35,351.29
-0.7589,-0.6861,-0.6453,-0.4653,-0.4702,6.3067,17.898,30.139,49.56,63.422,132.35,351.29,164.68
-0.6861,-0.6453,-0.4653,-0.4702,6.3067,17.898,30.139,49.56,63.422,132.35,351.29,164.68,96.245
-0.6453,-0.4653,-0.4702,6.3067,17.898,30.139,49.56,63.422,132.35,351.29,164.68,96.245,24.101
-0.4653,-0.4702,6.3067,17.898,30.139,49.56,63.422,132.35,351.29,164.68,96.245,24.101,-0.3238
-0.4702,6.3067,17.898,30.139,49.56,63.422,132.35,351.29,164.68,96.245,24.101,-0.3238,-0.5486
6.3067,17.898,30.139,49.56,63.422,132.35,351.29,164.68,96.245,24.101,-0.3238,-0.5486,-0.5688
17.898,30.139,49.56,63.422,132.35,351.29,164.68,96.245,24.101,-0.3238,-0.5486,-0.5688,-0.2025
30.139,49.56,63.422,132.35,351.29,164.68,96.245,24.101,-0.3238,-0.5486,-0.5688,-0.2025,-0.3381
49.56,63.422,132.35,351.29,164.68,96.245,24.101,-0.3238,-0.5486,-0.5688,-0.2025,-0.3381,-0.4353
63.422,132.35,351.29,164.68,96.245,24.101,-0.3238,-0.5486,-0.5688,-0.2025,-0.3381,-0.4353,-0.1736
132.35,351.29,164.68,96.245,24.101,-0.3238,-0.5486,-0.5688,-0.2025,-0.3381,-0.4353,-0.1736,-0.3177
351.29,164.68,96.245,24.101,-0.3238,-0.5486,-0.5688,-0.2025,-0.3381,-0.4353,-0.1736,-0.3177,-0.4539
164.68,96.245,24.101,-0.3238,-0.5486,-0.5688,-0.2025,-0.3381,-0.4353,-0.1736,-0.3177,-0.4539,-0.4233
96.245,24.101,-0.3238,-0.5486,-0.5688,-0.2025,-0.3381,-0.4353,-0.1736,-0.3177,-0.4539,-0.4233,-0.3783
24.101,-0.3238,-0.5486,-0.5688,-0.2025,-0.3381,-0.4353,-0.1736,-0.3177,-0.4539,-0.4233,-0.3783,-0.4509
-0.3238,-0.5486,-0.5688,-0.2025,-0.3381,-0.4353,-0.1736,-0.3177,-0.4539,-0.4233,-0.3783,-0.4509,-0.374
-0.5486,-0.5688,-0.2025,-0.3381,-0.4353,-0.1736,-0.3177,-0.4539,-0.4233,-0.3783,-0.4509,-0.374,-0.4545
-0.5688,-0.2025,-0.3381,-0.4353,-0.1736,-0.3177,-0.4539,-0.4233,-0.3783,-0.4509,-0.374,-0.4545,25.466
-0.2025,-0.3381,-0.4353,-0.1736,-0.3177,-0.4539,-0.4233,-0.3783,-0.4509,-0.374,-0.4545,25.466,145.23
-0.3381,-0.4353,-0.1736,-0.3177,-0.4539,-0.4233,-0.3783,-0.4509,-0.374,-0.4545,25.466,145.23,309.16
-0.4353,-0.1736,-0.3177,-0.4539,-0.4233,-0.3783,-0.4509,-0.374,-0.4545,25.466,145.23,309.16,444.07
-0.1736,-0.3177,-0.4539,-0.4233,-0.3783,-0.4509,-0.374,-0.4545,25.466,145.23,309.16,444.07,479.75
-0.3177,-0.4539,-0.4233,-0.3783,-0.4509,-0.374,-0.4545,25.466,145.23,309.16,444.07,479.75,522.81
-0.4539,-0.4233,-0.3783,-0.4509,-0.374,-0.4545,25.466,145.23,309.16,444.07,479.75,522.81,412.12
-0.4233,-0.3783,-0.4509,-0.374,-0.4545,25.466,145.23,309.16,444.07,479.75,522.81,412.12,295.28
-0.3783,-0.4509,-0.374,-0.4545,25.466,145.23,309.16,444.07,479.75,522.81,412.12,295.28,128.24
-0.4509,-0.374,-0.4545,25.466,145.23,309.16,444.07,479.75,522.81,412.12,295.28,128.24,29.636
-0.374,-0.4545,25.466,145.23,309.16,444.07,479.75,522.81,412.12,295.28,128.24,29.636,-0.2481
-0.4545,25.466,145.23,309.16,444.07,479.75,522.81,412.12,295.28,128.24,29.636,-0.2481,-0.4535
25.466,145.23,309.16,444.07,479.75,522.81,412.12,295.28,128.24,29.636,-0.2481,-0.4535,-0.4078
145.23,309.16,444.07,479.75,522.81,412.12,295.28,128.24,29.636,-0.2481,-0.4535,-0.4078,-0.3242
309.16,444.07,479.75,522.81,412.12,295.28,128.24,29.636,-0.2481,-0.4535,-0.4078,-0.3242,-0.3455
444.07,479.75,522.81,412.12,295.28,128.24,29.636,-0.2481,-0.4535,-0.4078,-0.3242,-0.3455,-0.3949
479.75,522.81,412.12,295.28,128.24,29.636,-0.2481,-0.4535,-0.4078,-0.3242,-0.3455,-0.3949,-0.487
522.81,412.12,295.28,128.24,29.636,-0.2481,-0.4535,-0.4078,-0.3242,-0.3455,-0.3949,-0.487,-0.5821
412.12,295.28,128.24,29.636,-0.2481,-0.4535,-0.4078,-0.3242,-0.3455,-0.3949,-0.487,-0.5821,-0.3985
295.28,128.24,29.636,-0.2481,-0.4535,-0.4078,-0.3242,-0.3455,-0.3949,-0.487,-0.5821,-0.3985,-0.4788
128.24,29.636,-0.2481,-0.4535,-0.4078,-0.3242,-0.3455,-0.3949,-0.487,-0.5821,-0.3985,-0.4788,-0.54
29.636,-0.2481,-0.4535,-0.4078,-0.3242,-0.3455,-0.3949,-0.487,-0.5821,-0.3985,-0.4788,-0.54,-0.347
-0.2481,-0.4535,-0.4078,-0.3242,-0.3455,-0.3949,-0.487,-0.5821,-0.3985,-0.4788,-0.54,-0.347,-0.7232
-0.4535,-0.4078,-0.3242,-0.3455,-0.3949,-0.487,-0.5821,-0.3985,-0.4788,-0.54,-0.347,-0.7232,-0.6896
-0.4078,-0.3242,-0.3455,-0.3949,-0.487,-0.5821,-0.3985,-0.4788,-0.54,-0.347,-0.7232,-0.6896,29.929
-0.3242,-0.3455,-0.3949,-0.487,-0.5821,-0.3985,-0.4788,-0.54,-0.347,-0.7232,-0.6896,29.929,179.24
-0.3455,-0.3949,-0.487,-0.5821,-0.3985,-0.4788,-0.54,-0.347,-0.7232,-0.6896,29.929,179.24,350.83
-0.3949,-0.487,-0.5821,-0.3985,-0.4788,-0.54,-0.347,-0.7232,-0.6896,29.929,179.24,350.83,469.89
-0.487,-0.5821,-0.3985,-0.4788,-0.54,-0.347,-0.7232,-0.6896,29.929,179.24,350.83,469.89,467.31
-0.5821,-0.3985,-0.4788,-0.54,-0.347,-0.7232,-0.6896,29.929,179.24,350.83,469.89,467.31,583.87
-0.3985,-0.4788,-0.54,-0.347,-0.7232,-0.6896,29.929,179.24,350.83,469.89,467.31,583.87,398.39
-0.4788,-0.54,-0.347,-0.7232,-0.6896,29.929,179.24,350.83,469.89,467.31,583.87,398.39,222.49
-0.54,-0.347,-0.7232,-0.6896,29.929,179.24,350.83,469.89,467.31,583.87,398.39,222.49,168.77
-0.347,-0.7232,-0.6896,29.929,179.24,350.83,469.89,467.31,583.87,398.39,222.49,168.77,49.919
-0.7232,-0.6896,29.929,179.24,350.83,469.89,467.31,583.87,398.39,222.49,168.77,49.919,-0.1869
-0.6896,29.929,179.24,350.83,469.89,467.31,583.87,398.39,222.49,168.77,49.919,-0.1869,-0.4714
29.929,179.24,350.83,469.89,467.31,583.87,398.39,222.49,168.77,49.919,-0.1869,-0.4714,-0.4568
179.24,350.83,469.89,467.31,583.87,398.39,222.49,168.77,49.919,-0.1869,-0.4714,-0.4568,-0.4499
350.83,469.89,467.31,583.87,398.39,222.49,168.77,49.919,-0.1869,-0.4714,-0.4568,-0.4499,-0.471
469.89,467.31,583.87,398.39,222.49,168.77,49.919,-0.1869,-0.4714,-0.4568,-0.4499,-0.471,-0.5388
467.31,583.87,398.39,222.49,168.77,49.919,-0.1869,-0.4714,-0.4568,-0.4499,-0.471,-0.5388,-0.368
583.87,398.39,222.49,168.77,49.919,-0.1869,-0.4714,-0.4568,-0.4499,-0.471,-0.5388,-0.368,-0.2985
398.39,222.49,168.77,49.919,-0.1869,-0.4714,-0.4568,-0.4499,-0.471,-0.5388,-0.368,-0.2985,-0.4558
222.49,168.77,49.919,-0.1869,-0.4714,-0.4568,-0.4499,-0.471,-0.5388,-0.368,-0.2985,-0.4558,-0.5062
168.77,49.919,-0.1869,-0.4714,-0.4568,-0.4499,-0.471,-0.5388,-0.368,-0.2985,-0.4558,-0.5062,-0.543
49.919,-0.1869,-0.4714,-0.4568,-0.4499,-0.471,-0.5388,-0.368,-0.2985,-0.4558,-0.5062,-0.543,-0.4714
-0.1869,-0.4714,-0.4568,-0.4499,-0.471,-0.5388,-0.368,-0.2985,-0.4558,-0.5062,-0.543,-0.4714,-0.5048
-0.4714,-0.4568,-0.4499,-0.471,-0.5388,-0.368,-0.2985,-0.4558,-0.5062,-0.543,-0.4714,-0.5048,-0.5415
